----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #86 Criterion: 1831;
	Law #91 Criterion: 839;
	Law #92 Criterion: 1471;
	Law #93 Criterion: 587;
	Law #94 Criterion: 541;
	Law #96 Criterion: 1993;
	Law #97 Criterion: 227;
	Law #100 Criterion: 47;
	Law #101 Criterion: 1579;
	Law #102 Criterion: 769;
	Law #103 Criterion: 1549;
	Law #105 Criterion: 37;
	Law #106 Criterion: 857;
	Law #110 Criterion: 937;
	Law #111 Criterion: 1429;
	Law #114 Criterion: 983;
	Law #115 Criterion: 1733;
	Law #117 Criterion: 239;
	Law #118 Criterion: 977;
	Law #119 Criterion: 1171;
	Law #120 Criterion: 1747;
	Law #121 Criterion: 383;
	Law #123 Criterion: 103;
	Law #128 Criterion: 139;
	Law #130 Criterion: 389;
	Law #132 Criterion: 67;
	Law #133 Criterion: 1613;
	Law #134 Criterion: 617;
	Law #135 Criterion: 601;
	Law #138 Criterion: 1289;
	Law #146 Criterion: 311;
	Law #149 Criterion: 853;
	Law #154 Criterion: 859;
	Law #155 Criterion: 277;
	Law #157 Criterion: 191;
	Law #162 Criterion: 547;
	Law #164 Criterion: 1567;
	Law #165 Criterion: 227;
	Law #168 Criterion: 1871;
	Law #169 Criterion: 787;
	Law #172 Criterion: 173;
	Law #176 Criterion: 191;
Person #187
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #2 Criterion: 61;
	Law #4 Criterion: 347;
	Law #5 Criterion: 487;
	Law #6 Criterion: 1013;
	Law #7 Criterion: 773;
	Law #9 Criterion: 577;
	Law #10 Criterion: 2;
	Law #13 Criterion: 1697;
	Law #16 Criterion: 1759;
	Law #20 Criterion: 443;
	Law #22 Criterion: 1427;
	Law #23 Criterion: 1583;
	Law #24 Criterion: 53;
	Law #25 Criterion: 1619;
	Law #34 Criterion: 79;
	Law #36 Criterion: 397;
	Law #46 Criterion: 379;
	Law #47 Criterion: 1733;
	Law #48 Criterion: 1777;
	Law #49 Criterion: 701;
	Law #50 Criterion: 1511;
	Law #51 Criterion: 1549;
	Law #52 Criterion: 307;
	Law #54 Criterion: 1097;
	Law #55 Criterion: 103;
	Law #57 Criterion: 1049;
	Law #59 Criterion: 463;
	Law #60 Criterion: 67;
	Law #62 Criterion: 571;
	Law #64 Criterion: 7;
	Law #67 Criterion: 1621;
	Law #70 Criterion: 1583;
	Law #72 Criterion: 1933;
	Law #74 Criterion: 1171;
	Law #76 Criterion: 1483;
	Law #78 Criterion: 29;
	Law #81 Criterion: 1879;
	Law #82 Criterion: 61;
	Law #84 Criterion: 1433;
	Law #94 Criterion: 1951;
	Law #97 Criterion: 971;
	Law #99 Criterion: 919;
	Law #100 Criterion: 821;
	Law #102 Criterion: 677;
	Law #109 Criterion: 241;
	Law #114 Criterion: 1867;
	Law #116 Criterion: 1367;
	Law #120 Criterion: 941;
	Law #121 Criterion: 113;
	Law #124 Criterion: 491;
	Law #125 Criterion: 1409;
	Law #128 Criterion: 521;
	Law #130 Criterion: 233;
	Law #132 Criterion: 457;
	Law #136 Criterion: 521;
	Law #137 Criterion: 1867;
	Law #140 Criterion: 907;
	Law #142 Criterion: 1597;
	Law #143 Criterion: 223;
	Law #145 Criterion: 1187;
	Law #146 Criterion: 1709;
	Law #147 Criterion: 1051;
	Law #148 Criterion: 1399;
	Law #156 Criterion: 1523;
	Law #158 Criterion: 307;
	Law #162 Criterion: 1973;
	Law #165 Criterion: 479;
	Law #168 Criterion: 409;
	Law #169 Criterion: 463;
	Law #172 Criterion: 619;
	Law #174 Criterion: 1951;
	Law #175 Criterion: 1093;
	Law #176 Criterion: 743;
Person #188
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 1201;
	Law #3 Criterion: 197;
	Law #4 Criterion: 499;
	Law #8 Criterion: 1163;
	Law #12 Criterion: 457;
	Law #16 Criterion: 13;
	Law #17 Criterion: 1619;
	Law #18 Criterion: 1471;
	Law #23 Criterion: 853;
	Law #24 Criterion: 461;
	Law #25 Criterion: 1019;
	Law #27 Criterion: 521;
	Law #28 Criterion: 1283;
	Law #29 Criterion: 229;
	Law #30 Criterion: 911;
	Law #34 Criterion: 727;
	Law #37 Criterion: 757;
	Law #39 Criterion: 1637;
	Law #41 Criterion: 251;
	Law #42 Criterion: 613;
	Law #43 Criterion: 797;
	Law #47 Criterion: 499;
	Law #53 Criterion: 653;
	Law #54 Criterion: 653;
	Law #58 Criterion: 1453;
	Law #59 Criterion: 389;
	Law #62 Criterion: 1481;
	Law #63 Criterion: 1801;
	Law #64 Criterion: 1223;
	Law #67 Criterion: 659;
	Law #68 Criterion: 211;
	Law #72 Criterion: 1319;
	Law #73 Criterion: 641;
	Law #76 Criterion: 1559;
	Law #77 Criterion: 67;
	Law #79 Criterion: 691;
	Law #83 Criterion: 617;
	Law #87 Criterion: 1009;
	Law #88 Criterion: 571;
	Law #90 Criterion: 151;
	Law #92 Criterion: 997;
	Law #95 Criterion: 1439;
	Law #96 Criterion: 421;
	Law #101 Criterion: 101;
	Law #102 Criterion: 659;
	Law #103 Criterion: 83;
	Law #105 Criterion: 673;
	Law #106 Criterion: 191;
	Law #109 Criterion: 1303;
	Law #115 Criterion: 479;
	Law #116 Criterion: 863;
	Law #117 Criterion: 1439;
	Law #119 Criterion: 1787;
	Law #120 Criterion: 1481;
	Law #121 Criterion: 1657;
	Law #124 Criterion: 569;
	Law #125 Criterion: 1543;
	Law #129 Criterion: 977;
	Law #130 Criterion: 761;
	Law #131 Criterion: 379;
	Law #133 Criterion: 71;
	Law #134 Criterion: 1733;
	Law #136 Criterion: 167;
	Law #137 Criterion: 449;
	Law #138 Criterion: 1103;
	Law #139 Criterion: 1187;
	Law #145 Criterion: 367;
	Law #150 Criterion: 139;
	Law #152 Criterion: 547;
	Law #154 Criterion: 1283;
	Law #155 Criterion: 733;
	Law #157 Criterion: 79;
	Law #158 Criterion: 271;
	Law #160 Criterion: 853;
	Law #166 Criterion: 607;
	Law #168 Criterion: 463;
	Law #170 Criterion: 1531;
	Law #173 Criterion: 499;
	Law #175 Criterion: 331;
	Law #176 Criterion: 907;
Person #189
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #1 Criterion: 3;
	Law #2 Criterion: 937;
	Law #3 Criterion: 409;
	Law #5 Criterion: 379;
	Law #6 Criterion: 1181;
	Law #7 Criterion: 599;
	Law #8 Criterion: 587;
	Law #9 Criterion: 1583;
	Law #11 Criterion: 1051;
	Law #12 Criterion: 991;
	Law #13 Criterion: 809;
	Law #14 Criterion: 1019;
	Law #17 Criterion: 991;
	Law #19 Criterion: 101;
	Law #20 Criterion: 1297;
	Law #23 Criterion: 1367;
	Law #24 Criterion: 877;
	Law #27 Criterion: 1009;
	Law #29 Criterion: 1217;
	Law #30 Criterion: 229;
	Law #33 Criterion: 1471;
	Law #35 Criterion: 1163;
	Law #36 Criterion: 1217;
	Law #37 Criterion: 1811;
	Law #43 Criterion: 1249;
	Law #44 Criterion: 719;
	Law #45 Criterion: 1051;
	Law #48 Criterion: 571;
	Law #49 Criterion: 1723;
	Law #51 Criterion: 1217;
	Law #53 Criterion: 73;
	Law #54 Criterion: 1913;
	Law #55 Criterion: 1439;
	Law #57 Criterion: 347;
	Law #58 Criterion: 853;
	Law #61 Criterion: 547;
	Law #67 Criterion: 1367;
	Law #72 Criterion: 29;
	Law #74 Criterion: 487;
	Law #75 Criterion: 1493;
	Law #76 Criterion: 883;
	Law #78 Criterion: 1223;
	Law #79 Criterion: 293;
	Law #84 Criterion: 1361;
	Law #86 Criterion: 101;
	Law #87 Criterion: 1453;
	Law #88 Criterion: 1237;
	Law #93 Criterion: 1409;
	Law #94 Criterion: 1459;
	Law #100 Criterion: 1289;
	Law #101 Criterion: 587;
	Law #102 Criterion: 397;
	Law #103 Criterion: 1789;
	Law #105 Criterion: 1237;
	Law #106 Criterion: 277;
	Law #107 Criterion: 733;
	Law #110 Criterion: 1103;
	Law #111 Criterion: 853;
	Law #112 Criterion: 181;
	Law #113 Criterion: 1667;
	Law #120 Criterion: 499;
	Law #123 Criterion: 191;
	Law #125 Criterion: 157;
	Law #126 Criterion: 647;
	Law #130 Criterion: 1447;
	Law #131 Criterion: 1429;
	Law #132 Criterion: 419;
	Law #133 Criterion: 1381;
	Law #134 Criterion: 997;
	Law #136 Criterion: 1021;
	Law #137 Criterion: 151;
	Law #138 Criterion: 1723;
	Law #139 Criterion: 1487;
	Law #142 Criterion: 1531;
	Law #149 Criterion: 911;
	Law #152 Criterion: 227;
	Law #155 Criterion: 167;
	Law #163 Criterion: 1123;
	Law #165 Criterion: 439;
	Law #168 Criterion: 659;
	Law #170 Criterion: 743;
	Law #171 Criterion: 1193;
	Law #173 Criterion: 1583;
	Law #174 Criterion: 149;
	Law #176 Criterion: 1447;
Person #190
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 163;
	Law #2 Criterion: 859;
	Law #4 Criterion: 1787;
	Law #7 Criterion: 383;
	Law #8 Criterion: 1721;
	Law #9 Criterion: 263;
	Law #13 Criterion: 991;
	Law #14 Criterion: 47;
	Law #15 Criterion: 193;
	Law #17 Criterion: 211;
	Law #24 Criterion: 1783;
	Law #25 Criterion: 881;
	Law #28 Criterion: 1423;
	Law #33 Criterion: 269;
	Law #38 Criterion: 1523;
	Law #39 Criterion: 1601;
	Law #41 Criterion: 1307;
	Law #42 Criterion: 239;
	Law #44 Criterion: 1123;
	Law #45 Criterion: 17;
	Law #46 Criterion: 367;
	Law #47 Criterion: 1583;
	Law #50 Criterion: 1867;
	Law #53 Criterion: 449;
	Law #55 Criterion: 1973;
	Law #56 Criterion: 1249;
	Law #57 Criterion: 71;
	Law #58 Criterion: 1361;
	Law #59 Criterion: 1453;
	Law #60 Criterion: 1459;
	Law #61 Criterion: 293;
	Law #62 Criterion: 1543;
	Law #64 Criterion: 1979;
	Law #66 Criterion: 41;
	Law #67 Criterion: 1429;
	Law #69 Criterion: 1361;
	Law #70 Criterion: 877;
	Law #73 Criterion: 409;
	Law #74 Criterion: 1933;
	Law #76 Criterion: 941;
	Law #79 Criterion: 1237;
	Law #85 Criterion: 1171;
	Law #86 Criterion: 163;
	Law #89 Criterion: 389;
	Law #90 Criterion: 1733;
	Law #91 Criterion: 887;
	Law #92 Criterion: 1861;
	Law #93 Criterion: 397;
	Law #95 Criterion: 1993;
	Law #97 Criterion: 859;
	Law #98 Criterion: 509;
	Law #101 Criterion: 653;
	Law #102 Criterion: 107;
	Law #104 Criterion: 13;
	Law #105 Criterion: 683;
	Law #106 Criterion: 733;
	Law #108 Criterion: 383;
	Law #109 Criterion: 1979;
	Law #110 Criterion: 1747;
	Law #111 Criterion: 331;
	Law #113 Criterion: 787;
	Law #114 Criterion: 1657;
	Law #115 Criterion: 619;
	Law #116 Criterion: 577;
	Law #117 Criterion: 1103;
	Law #118 Criterion: 677;
	Law #119 Criterion: 1423;
	Law #120 Criterion: 433;
	Law #122 Criterion: 751;
	Law #123 Criterion: 331;
	Law #128 Criterion: 127;
	Law #129 Criterion: 11;
	Law #130 Criterion: 911;
	Law #134 Criterion: 1867;
	Law #136 Criterion: 241;
	Law #138 Criterion: 1511;
	Law #143 Criterion: 101;
	Law #144 Criterion: 47;
	Law #147 Criterion: 1847;
	Law #149 Criterion: 1733;
	Law #150 Criterion: 809;
	Law #152 Criterion: 1889;
	Law #154 Criterion: 1879;
	Law #160 Criterion: 1489;
	Law #161 Criterion: 1307;
	Law #162 Criterion: 1061;
	Law #165 Criterion: 179;
	Law #166 Criterion: 1451;
	Law #175 Criterion: 1231;
Person #191
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 1429;
	Law #1 Criterion: 1129;
	Law #3 Criterion: 1787;
	Law #4 Criterion: 1709;
	Law #7 Criterion: 607;
	Law #11 Criterion: 547;
	Law #12 Criterion: 601;
	Law #13 Criterion: 941;
	Law #14 Criterion: 349;
	Law #15 Criterion: 439;
	Law #16 Criterion: 1913;
	Law #17 Criterion: 1609;
	Law #18 Criterion: 727;
	Law #19 Criterion: 1451;
	Law #22 Criterion: 739;
	Law #24 Criterion: 499;
	Law #26 Criterion: 233;
	Law #29 Criterion: 31;
	Law #30 Criterion: 1999;
	Law #33 Criterion: 1861;
	Law #34 Criterion: 1663;
	Law #35 Criterion: 457;
	Law #37 Criterion: 677;
	Law #38 Criterion: 337;
	Law #40 Criterion: 1621;
	Law #41 Criterion: 1601;
	Law #44 Criterion: 1009;
	Law #46 Criterion: 1109;
	Law #49 Criterion: 947;
	Law #55 Criterion: 823;
	Law #58 Criterion: 1301;
	Law #60 Criterion: 61;
	Law #62 Criterion: 43;
	Law #63 Criterion: 127;
	Law #65 Criterion: 809;
	Law #66 Criterion: 1613;
	Law #70 Criterion: 1559;
	Law #71 Criterion: 227;
	Law #72 Criterion: 31;
	Law #77 Criterion: 31;
	Law #78 Criterion: 1571;
	Law #80 Criterion: 1093;
	Law #81 Criterion: 359;
	Law #82 Criterion: 1979;
	Law #83 Criterion: 673;
	Law #84 Criterion: 307;
	Law #85 Criterion: 563;
	Law #88 Criterion: 1187;
	Law #91 Criterion: 1409;
	Law #94 Criterion: 769;
	Law #95 Criterion: 163;
	Law #98 Criterion: 1009;
	Law #100 Criterion: 1993;
	Law #101 Criterion: 83;
	Law #104 Criterion: 1627;
	Law #106 Criterion: 19;
	Law #107 Criterion: 1373;
	Law #110 Criterion: 1049;
	Law #112 Criterion: 1069;
	Law #115 Criterion: 157;
	Law #117 Criterion: 1733;
	Law #119 Criterion: 1669;
	Law #122 Criterion: 1091;
	Law #123 Criterion: 877;
	Law #124 Criterion: 461;
	Law #125 Criterion: 733;
	Law #126 Criterion: 167;
	Law #127 Criterion: 823;
	Law #129 Criterion: 433;
	Law #130 Criterion: 1447;
	Law #132 Criterion: 829;
	Law #133 Criterion: 1289;
	Law #134 Criterion: 1279;
	Law #136 Criterion: 257;
	Law #138 Criterion: 307;
	Law #140 Criterion: 1361;
	Law #143 Criterion: 881;
	Law #144 Criterion: 1181;
	Law #146 Criterion: 1697;
	Law #148 Criterion: 653;
	Law #151 Criterion: 47;
	Law #152 Criterion: 743;
	Law #153 Criterion: 619;
	Law #155 Criterion: 647;
	Law #156 Criterion: 53;
	Law #157 Criterion: 1721;
	Law #161 Criterion: 1721;
	Law #162 Criterion: 1949;
	Law #164 Criterion: 1741;
	Law #165 Criterion: 11;
	Law #168 Criterion: 997;
	Law #169 Criterion: 547;
	Law #170 Criterion: 5;
	Law #173 Criterion: 821;
Person #192
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #5 Criterion: 1277;
	Law #6 Criterion: 673;
	Law #7 Criterion: 1471;
	Law #10 Criterion: 631;
	Law #14 Criterion: 839;
	Law #15 Criterion: 1279;
	Law #17 Criterion: 1667;
	Law #19 Criterion: 1619;
	Law #27 Criterion: 1301;
	Law #29 Criterion: 1451;
	Law #31 Criterion: 367;
	Law #32 Criterion: 1907;
	Law #34 Criterion: 1279;
	Law #35 Criterion: 367;
	Law #38 Criterion: 149;
	Law #39 Criterion: 401;
	Law #42 Criterion: 1031;
	Law #45 Criterion: 1229;
	Law #46 Criterion: 269;
	Law #49 Criterion: 1567;
	Law #50 Criterion: 2;
	Law #54 Criterion: 521;
	Law #55 Criterion: 1777;
	Law #56 Criterion: 1201;
	Law #57 Criterion: 7;
	Law #63 Criterion: 431;
	Law #64 Criterion: 829;
	Law #66 Criterion: 379;
	Law #67 Criterion: 1459;
	Law #71 Criterion: 73;
	Law #73 Criterion: 479;
	Law #74 Criterion: 1429;
	Law #75 Criterion: 1231;
	Law #77 Criterion: 1723;
	Law #79 Criterion: 1459;
	Law #80 Criterion: 1307;
	Law #81 Criterion: 607;
	Law #83 Criterion: 1867;
	Law #84 Criterion: 941;
	Law #87 Criterion: 251;
	Law #93 Criterion: 313;
	Law #96 Criterion: 1483;
	Law #98 Criterion: 577;
	Law #100 Criterion: 787;
	Law #102 Criterion: 1913;
	Law #104 Criterion: 439;
	Law #108 Criterion: 1229;
	Law #112 Criterion: 797;
	Law #114 Criterion: 101;
	Law #117 Criterion: 79;
	Law #118 Criterion: 1427;
	Law #122 Criterion: 607;
	Law #126 Criterion: 19;
	Law #127 Criterion: 383;
	Law #130 Criterion: 577;
	Law #131 Criterion: 1553;
	Law #132 Criterion: 1567;
	Law #139 Criterion: 167;
	Law #140 Criterion: 1877;
	Law #143 Criterion: 1361;
	Law #144 Criterion: 277;
	Law #148 Criterion: 439;
	Law #152 Criterion: 179;
	Law #153 Criterion: 1823;
	Law #154 Criterion: 419;
	Law #155 Criterion: 139;
	Law #156 Criterion: 1801;
	Law #157 Criterion: 1277;
	Law #158 Criterion: 683;
	Law #159 Criterion: 997;
	Law #162 Criterion: 1871;
	Law #166 Criterion: 839;
	Law #168 Criterion: 419;
	Law #170 Criterion: 1433;
	Law #172 Criterion: 101;
	Law #173 Criterion: 139;
	Law #175 Criterion: 29;
	Law #176 Criterion: 499;
Person #193
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #4 Criterion: 229;
	Law #6 Criterion: 977;
	Law #7 Criterion: 181;
	Law #8 Criterion: 1093;
	Law #12 Criterion: 1993;
	Law #16 Criterion: 17;
	Law #21 Criterion: 277;
	Law #27 Criterion: 997;
	Law #29 Criterion: 1021;
	Law #30 Criterion: 1613;
	Law #31 Criterion: 1873;
	Law #32 Criterion: 1543;
	Law #34 Criterion: 389;
	Law #35 Criterion: 1973;
	Law #37 Criterion: 641;
	Law #39 Criterion: 223;
	Law #40 Criterion: 659;
	Law #42 Criterion: 167;
	Law #43 Criterion: 1381;
	Law #44 Criterion: 599;
	Law #46 Criterion: 1093;
	Law #47 Criterion: 1549;
	Law #48 Criterion: 23;
	Law #53 Criterion: 1291;
	Law #56 Criterion: 1433;
	Law #57 Criterion: 107;
	Law #58 Criterion: 307;
	Law #59 Criterion: 617;
	Law #61 Criterion: 587;
	Law #63 Criterion: 293;
	Law #64 Criterion: 617;
	Law #65 Criterion: 1283;
	Law #66 Criterion: 1619;
	Law #67 Criterion: 1523;
	Law #68 Criterion: 953;
	Law #71 Criterion: 1373;
	Law #73 Criterion: 1453;
	Law #75 Criterion: 1783;
	Law #76 Criterion: 607;
	Law #77 Criterion: 71;
	Law #79 Criterion: 1949;
	Law #81 Criterion: 757;
	Law #84 Criterion: 277;
	Law #85 Criterion: 1667;
	Law #87 Criterion: 1051;
	Law #88 Criterion: 907;
	Law #92 Criterion: 661;
	Law #94 Criterion: 1447;
	Law #96 Criterion: 1033;
	Law #97 Criterion: 1321;
	Law #99 Criterion: 743;
	Law #101 Criterion: 463;
	Law #103 Criterion: 1093;
	Law #104 Criterion: 1187;
	Law #106 Criterion: 929;
	Law #107 Criterion: 757;
	Law #112 Criterion: 727;
	Law #113 Criterion: 1223;
	Law #115 Criterion: 1049;
	Law #118 Criterion: 197;
	Law #119 Criterion: 1987;
	Law #122 Criterion: 1087;
	Law #123 Criterion: 823;
	Law #124 Criterion: 1399;
	Law #125 Criterion: 13;
	Law #127 Criterion: 1801;
	Law #132 Criterion: 659;
	Law #133 Criterion: 1117;
	Law #134 Criterion: 487;
	Law #135 Criterion: 1451;
	Law #137 Criterion: 829;
	Law #139 Criterion: 829;
	Law #140 Criterion: 89;
	Law #141 Criterion: 1559;
	Law #142 Criterion: 1667;
	Law #143 Criterion: 257;
	Law #144 Criterion: 1289;
	Law #147 Criterion: 937;
	Law #148 Criterion: 809;
	Law #149 Criterion: 877;
	Law #153 Criterion: 563;
	Law #154 Criterion: 1913;
	Law #155 Criterion: 79;
	Law #156 Criterion: 1613;
	Law #157 Criterion: 1777;
	Law #158 Criterion: 881;
	Law #160 Criterion: 199;
	Law #161 Criterion: 743;
	Law #164 Criterion: 1373;
	Law #170 Criterion: 1601;
	Law #171 Criterion: 131;
	Law #175 Criterion: 419;
	Law #176 Criterion: 503;
Person #194
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #3 Criterion: 191;
	Law #11 Criterion: 521;
	Law #12 Criterion: 1249;
	Law #14 Criterion: 883;
	Law #15 Criterion: 821;
	Law #16 Criterion: 97;
	Law #17 Criterion: 37;
	Law #19 Criterion: 757;
	Law #20 Criterion: 739;
	Law #21 Criterion: 857;
	Law #22 Criterion: 53;
	Law #24 Criterion: 1153;
	Law #26 Criterion: 953;
	Law #27 Criterion: 233;
	Law #32 Criterion: 113;
	Law #33 Criterion: 1051;
	Law #35 Criterion: 179;
	Law #36 Criterion: 1619;
	Law #37 Criterion: 1249;
	Law #38 Criterion: 1601;
	Law #41 Criterion: 17;
	Law #42 Criterion: 1151;
	Law #43 Criterion: 1601;
	Law #46 Criterion: 257;
	Law #47 Criterion: 1423;
	Law #50 Criterion: 1153;
	Law #51 Criterion: 491;
	Law #53 Criterion: 1709;
	Law #55 Criterion: 13;
	Law #58 Criterion: 1237;
	Law #60 Criterion: 1297;
	Law #62 Criterion: 1861;
	Law #66 Criterion: 1847;
	Law #70 Criterion: 937;
	Law #71 Criterion: 1307;
	Law #74 Criterion: 809;
	Law #75 Criterion: 11;
	Law #77 Criterion: 571;
	Law #78 Criterion: 1783;
	Law #79 Criterion: 1319;
	Law #80 Criterion: 659;
	Law #82 Criterion: 1301;
	Law #83 Criterion: 1733;
	Law #84 Criterion: 619;
	Law #85 Criterion: 983;
	Law #86 Criterion: 463;
	Law #87 Criterion: 41;
	Law #89 Criterion: 409;
	Law #90 Criterion: 1583;
	Law #92 Criterion: 1873;
	Law #93 Criterion: 311;
	Law #95 Criterion: 547;
	Law #96 Criterion: 1291;
	Law #97 Criterion: 1019;
	Law #99 Criterion: 43;
	Law #100 Criterion: 1657;
	Law #104 Criterion: 1483;
	Law #106 Criterion: 1709;
	Law #107 Criterion: 1499;
	Law #108 Criterion: 1427;
	Law #111 Criterion: 1979;
	Law #114 Criterion: 109;
	Law #116 Criterion: 1019;
	Law #118 Criterion: 1031;
	Law #119 Criterion: 61;
	Law #120 Criterion: 89;
	Law #123 Criterion: 157;
	Law #124 Criterion: 263;
	Law #125 Criterion: 1103;
	Law #126 Criterion: 269;
	Law #127 Criterion: 1289;
	Law #128 Criterion: 1447;
	Law #129 Criterion: 13;
	Law #133 Criterion: 883;
	Law #135 Criterion: 313;
	Law #142 Criterion: 53;
	Law #143 Criterion: 367;
	Law #145 Criterion: 1601;
	Law #146 Criterion: 1373;
	Law #147 Criterion: 1291;
	Law #148 Criterion: 1831;
	Law #151 Criterion: 401;
	Law #152 Criterion: 1471;
	Law #158 Criterion: 967;
	Law #160 Criterion: 1373;
	Law #161 Criterion: 401;
	Law #162 Criterion: 1301;
	Law #163 Criterion: 439;
	Law #164 Criterion: 367;
	Law #165 Criterion: 1787;
	Law #166 Criterion: 659;
	Law #168 Criterion: 941;
	Law #169 Criterion: 823;
	Law #174 Criterion: 173;
	Law #175 Criterion: 607;
	Law #176 Criterion: 617;
Person #195
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #1 Criterion: 1217;
	Law #5 Criterion: 79;
	Law #6 Criterion: 1361;
	Law #7 Criterion: 593;
	Law #9 Criterion: 337;
	Law #10 Criterion: 1373;
	Law #14 Criterion: 773;
	Law #15 Criterion: 887;
	Law #17 Criterion: 797;
	Law #19 Criterion: 313;
	Law #23 Criterion: 929;
	Law #27 Criterion: 773;
	Law #28 Criterion: 23;
	Law #30 Criterion: 1951;
	Law #31 Criterion: 757;
	Law #34 Criterion: 251;
	Law #35 Criterion: 1361;
	Law #36 Criterion: 1787;
	Law #38 Criterion: 1621;
	Law #41 Criterion: 1831;
	Law #43 Criterion: 157;
	Law #44 Criterion: 1217;
	Law #47 Criterion: 983;
	Law #52 Criterion: 1297;
	Law #54 Criterion: 787;
	Law #55 Criterion: 613;
	Law #56 Criterion: 461;
	Law #57 Criterion: 1283;
	Law #60 Criterion: 1973;
	Law #61 Criterion: 937;
	Law #63 Criterion: 1019;
	Law #66 Criterion: 181;
	Law #67 Criterion: 1601;
	Law #68 Criterion: 139;
	Law #69 Criterion: 1553;
	Law #73 Criterion: 199;
	Law #77 Criterion: 1871;
	Law #79 Criterion: 1601;
	Law #81 Criterion: 149;
	Law #82 Criterion: 467;
	Law #89 Criterion: 17;
	Law #91 Criterion: 1153;
	Law #94 Criterion: 577;
	Law #96 Criterion: 1847;
	Law #97 Criterion: 619;
	Law #99 Criterion: 1523;
	Law #101 Criterion: 1153;
	Law #102 Criterion: 773;
	Law #103 Criterion: 463;
	Law #104 Criterion: 811;
	Law #109 Criterion: 1741;
	Law #110 Criterion: 937;
	Law #114 Criterion: 1583;
	Law #116 Criterion: 587;
	Law #117 Criterion: 1471;
	Law #119 Criterion: 593;
	Law #127 Criterion: 821;
	Law #128 Criterion: 509;
	Law #131 Criterion: 313;
	Law #133 Criterion: 1303;
	Law #134 Criterion: 461;
	Law #135 Criterion: 1217;
	Law #139 Criterion: 1213;
	Law #140 Criterion: 1301;
	Law #141 Criterion: 587;
	Law #143 Criterion: 1423;
	Law #144 Criterion: 31;
	Law #146 Criterion: 1193;
	Law #148 Criterion: 1033;
	Law #151 Criterion: 1187;
	Law #152 Criterion: 1399;
	Law #159 Criterion: 743;
	Law #160 Criterion: 487;
	Law #161 Criterion: 641;
	Law #166 Criterion: 431;
	Law #168 Criterion: 317;
	Law #169 Criterion: 751;
	Law #170 Criterion: 29;
	Law #172 Criterion: 677;
	Law #174 Criterion: 1879;
	Law #175 Criterion: 251;
